L0,L1,L2,Graph
0.56779695,-0.96040845,0.51416266,3
0.34704256,-0.749727,0.3466866,
-0.9784919,-0.69595075,0.0704751,
0.8239461,-0.42481697,-0.86765206,
-0.75895655,-0.043806314,0.31792217,
0.73313546,-0.30509305,-0.43153727,
-0.7645296,0.80683804,0.5683359,
-0.32877672,0.64106107,-0.5884305,
0.59938157,-0.92534816,0.5219643,
-0.6513516,0.86120534,-0.26847494,
0.5903126,0.7590928,-0.56425774,
-0.8804631,-0.2439127,0.45475066,
-0.47071326,0.6096339,-0.02181232,
-0.9177228,-0.2563547,-0.33099627,
0.11096406,0.37354648,-0.90804887,
-0.8368193,-0.28578055,0.15453076,
0.028813839,-0.6262063,0.19167352,
0.3740121,0.74227834,-0.4011159,
0.99411106,0.5802601,0.94123423,
-0.99838376,-0.5923554,-0.042121768,
0.8548995,-0.9507258,0.4185263,
0.27322245,-0.57946944,-0.04538417,
0.54051626,0.26781368,0.14677382,
-0.5649848,0.06414938,0.88780606,
0.96523833,-0.75862825,-0.07735169,
0.5984348,-0.48625183,0.42507136,
0.86505353,-0.2713151,0.27766752,
-0.014997482,0.90701306,-0.33056295,
-0.63429725,0.9351163,0.25983107,
-0.11353207,0.65108085,0.77316725,
-0.8614522,0.06929624,-0.3293022,
-0.009578407,-0.95074904,0.18096495,
-0.34774232,-0.5090636,0.9110477,
0.104236364,-0.694937,-0.8085648,
-0.64907694,-0.97161305,0.33765912,
0.26238716,-0.6110667,-0.9382987,
0.22841895,-1.0,0.5089567,
-0.98683226,0.29881084,-0.5587567,
0.02243054,-0.59316134,0.43211496,
-0.41686356,-0.26192296,0.6954739,
0.012807369,0.48741126,0.8815261,
0.18825209,0.4695592,-0.76474893,
0.07937837,0.5728165,-0.4576633,
-0.26877892,0.7868129,0.5731487,
0.91099524,-0.16414022,-0.06222534,
-0.90306056,0.030022025,-0.9292458,
-0.17805696,0.921906,0.5827699,
0.63216007,-0.04898715,0.13741338,
0.12320769,-0.49617612,0.39819622,
0.46440566,0.037715077,0.1933583,
-0.61779857,0.2237078,-0.71774065,
0.09101462,-0.8696109,0.6707424,
0.32704306,-0.53322923,-0.9629742,
0.049293995,0.96015096,0.75117993,
0.044620275,-0.2360034,-0.79317653,
0.5915648,0.15158343,-0.187926,
-0.25390613,0.19807243,0.8489628,
-0.38262355,0.57741416,0.4124657,
0.42926788,0.08153224,0.009783983,
0.7419956,0.70452344,0.8043374,
-0.18771267,-0.92319787,0.6738167,
0.5503701,-0.78398836,0.36585927,
-0.12338507,0.9404558,0.98568726,
0.59423125,0.19916677,0.09595108,
0.4991895,-0.9125259,0.8615539,
-0.6811522,-0.21158826,-0.73671746,
-0.11514914,0.031348467,-0.7730725,
0.09366727,-0.2462411,0.31497538,
0.048937082,0.2332772,,
-0.27014256,0.9564761,,
0.50531065,-0.89151466,,
0.5268338,0.8362212,,
-0.50334525,-0.51493055,,
-0.09584665,-0.13862193,,
0.7382926,0.47205555,,
-0.45593166,-0.44014978,,
-0.47081113,0.29180396,,
0.26869965,0.36483526,,
-0.76842666,0.98974276,,
0.44139755,0.70696306,,
0.37200403,-0.5527772,,
-0.4174788,-0.8935982,,
0.43669474,-0.46302474,,
-0.36684036,-0.07544625,,
-0.19231915,-0.8794198,,
0.37036633,-0.3407092,,
0.1336621,0.47829795,,
-0.62968504,-0.30924058,,
0.4763584,-0.5672207,,
-0.20329142,0.5795888,,
0.7406304,-0.3609271,,
0.71598685,-0.64245653,,
-0.6662712,-0.008971572,,
0.021188855,0.26372564,,
-0.14853477,-0.9412613,,
0.49800873,0.38232636,,
-0.37772685,-0.5393608,,
-0.40415192,-0.9640924,,
-0.84915185,0.0120232105,,
-0.74240625,-0.40060377,,
-0.9923074,-0.6076088,,
-0.5075402,0.93910944,,
0.1788671,0.57696176,,
0.62875366,-0.3378445,,
-0.78057456,-0.5802207,,
-0.14707863,0.48960423,,
-0.23826683,0.06871402,,
0.016736865,-0.49783075,,
0.5527647,-0.68106925,,
-0.8673061,-0.103404045,,
0.73564875,-0.49737263,,
-0.8713366,-0.5255846,,
-0.35263407,-0.853927,,
0.5424248,-0.30274272,,
0.34869182,0.86167264,,
-0.49060726,0.74516857,,
-0.41986072,-0.8181057,,
0.61707664,-0.30342948,,
-0.5298666,-0.8086058,,
0.38303328,0.16590583,,
-0.32968163,0.6910361,,
0.46125603,0.8452712,,
-0.19153309,0.7052915,,
-0.23221205,-0.6189115,,
0.5143051,0.9144211,,
0.41508055,0.08361435,,
-0.93946457,-0.6633067,,
-0.9532064,-0.9615313,,
-0.5980139,-0.59437287,,
-0.069711685,0.100562215,,
