L0,L1,L2,Graph
0.47725427,0.14196709,0.80927956,3
0.22889686,-0.963817,0.41287732,
-0.96795344,0.031054735,0.6121074,
-0.1027689,0.18626153,0.49981523,
0.5405102,0.20444798,0.8189771,
0.29145336,-0.15421939,0.36058056,
-0.57647634,-0.037100673,-0.70931876,
-0.7645899,-0.5249926,-0.5747658,
0.9589963,0.14427221,-0.5857458,
-0.7796782,0.9265748,0.117503166,
0.7684628,-0.76834226,0.49757934,
-0.062230945,-0.6860337,-0.23258424,
0.8189744,-0.4656831,0.23711133,
0.20025754,-0.038701296,0.47124374,
0.4346373,0.70547724,-0.84988165,
0.046263456,0.9981382,-0.7549776,
0.35556617,-0.7588397,-0.84108937,
0.6508398,0.30639923,0.6155729,
0.7721969,-0.28713965,0.44110513,
0.26633012,0.67723846,-0.34475982,
0.6647427,0.4655261,-0.5468564,
0.3556403,-0.25735724,-0.15118513,
-0.6257893,0.49296248,0.7612698,
-0.22059917,0.0432446,0.05642271,
-0.23629773,0.12297654,-0.83106315,
-0.8964424,0.83072007,-0.75609434,
-0.7073176,0.42658067,0.5262412,
0.15782201,0.52930284,0.8168936,
0.17376709,0.20758545,0.88668483,
0.9316915,0.72737324,-0.70588446,
-0.046937585,0.8474096,-0.7819555,
-0.42322552,0.98780966,-0.22096682,
-0.37624097,-0.99569726,0.5801048,
0.55743873,-0.308645,0.0032052994,
-0.350945,-0.44986665,0.52054024,
-0.5163286,-0.042356133,-0.7040949,
-0.4001609,0.8039638,0.35248673,
0.6816081,-0.63904727,-0.46616662,
-0.22926724,0.7736255,0.77072215,
-0.27444685,0.34213817,-0.00426805,
0.61044,0.32157063,0.59672415,
0.53626037,0.34283018,-0.14395782,
0.5355265,0.42480183,0.64733005,
-0.9457511,0.9305359,0.39742637,
-0.947518,-0.69792366,0.49400008,
-0.12614012,-0.62625873,-0.69967115,
0.07269132,0.7223327,-0.76668525,
0.051386148,0.8176919,0.16194725,
0.5272448,-0.046782613,-0.01541841,
0.11264241,0.9917356,-0.5252464,
0.78274727,0.1453445,0.54244304,
0.73331344,-0.19776165,-0.6629231,
-0.59732306,0.66296744,0.073688984,
-0.33743918,-0.4975239,0.066278934,
0.38580394,-0.3750006,0.4471661,
0.6457211,0.4461633,0.73611677,
-0.3117572,-0.112791896,0.4386176,
0.68371654,-0.69880044,0.42560327,
0.31520697,-0.6182041,0.19529605,
-0.029953957,0.11383259,0.1640693,
-0.14282227,0.734722,-0.7252281,
0.33302522,0.09487176,0.308977,
0.9425205,0.055665612,-0.15593636,
-0.9764192,-0.7877636,0.92942786,
-0.74601734,-0.6085943,0.15034842,
-0.375548,-0.9233415,0.46642673,
-0.23065841,0.036794692,0.7947544,
-0.71317923,-0.4557469,-0.4016794,
0.40053397,0.5296601,,
0.5841917,-0.018322587,,
0.36088622,-0.24393904,,
-0.21759331,0.46181893,,
0.336056,-0.18546498,,
-0.32339132,-0.4239515,,
-0.059891462,-0.042304516,,
-0.78406465,0.9461429,,
-0.17133772,-0.2261213,,
0.29279864,-0.59126663,,
-0.08338165,0.054992557,,
-0.8065642,0.20884919,,
0.95704937,0.030253291,,
-0.36298725,0.5270003,,
0.018778801,-0.27534318,,
-0.8038926,0.54374564,,
-0.46039748,-0.7612748,,
0.049901605,-0.20772707,,
0.92513204,0.11934674,,
-0.7437178,0.38761604,,
-0.9751216,-0.76589465,,
0.65564895,-0.06443119,,
-0.47691274,-0.054311275,,
-0.9803839,-0.42488074,,
-0.07594907,-0.28270066,,
0.16852129,0.5939143,,
0.2455399,0.20755816,,
0.45853424,0.08385718,,
0.36526775,-0.36003402,,
0.8490437,-0.66451204,,
-0.7591255,-0.73108625,,
-0.43645084,0.92853785,,
0.053727627,0.67509854,,
-0.16807938,-0.29250276,,
0.7252883,0.55426294,,
-0.69394076,-0.17327511,,
-0.44659507,0.32836127,,
0.025319815,0.25388706,,
0.46144092,-0.64291966,,
-0.25630713,-0.3469733,,
-0.33240902,-0.41756463,,
-0.41479552,0.4081148,,
0.3749114,0.9348177,,
