L0,L1,L2,Graph
0.07261562,0.8580389,-0.780757,3
0.952435,0.4392159,-0.45724443,3
0.7017615,0.43813157,0.19597015,5
-0.0760026,-0.6286365,-0.15518767,6
0.803185,-0.31309506,-0.21964729,6
0.4268365,-0.6733012,-0.5053798,6
1.0,-0.5222844,0.28472793,6
0.7357354,-0.97587776,-0.30419603,6
0.58408105,0.31202897,-0.44578093,6
0.18241593,0.044364735,0.4665394,6
-0.7804032,-0.042874217,0.6352005,8
-0.07007778,0.71817505,0.6445732,8
0.40980554,-0.20212442,-0.14307165,8
0.30050027,0.69564354,1.0,10
-0.809077,-0.36108065,0.61414814,12
0.084944755,-0.6164403,0.71452016,19
0.070301756,-0.6745739,-0.46448797,23
-0.3667698,0.4337517,0.7639636,26
0.43097192,0.3867243,0.61823475,26
0.3843621,0.94778347,0.3172438,26
-0.612891,-0.32536703,-0.57994366,26
0.12079631,0.7702653,0.21680436,33
-0.34979033,0.58404076,-1.0,33
-0.8954154,-1.0,-0.7197671,37
-0.91931057,0.13860905,0.046659112,40
-0.0019931793,-0.5042323,0.9613292,
0.008382678,-0.87294424,0.40169156,
0.4381799,-0.553203,-0.4246423,
-0.8607205,0.75725824,0.39338008,
0.8713089,-0.52214277,-0.73650146,
0.78360116,-0.08403343,-0.31977546,
0.002977088,-0.62475467,0.97798073,
0.80584574,-0.02789712,0.25757858,
0.46560192,0.10728297,0.70521307,
-0.47001553,-1.0,-0.17760079,
-0.25977343,-0.5159577,-0.18377541,
0.21952558,-0.10481298,0.999977,
-0.003952384,-0.5814806,-0.28142065,
0.005998142,-1.0,-0.9652494,
0.29395032,-0.41628087,0.8658159,
-0.4065554,0.02405119,0.83697176,
-0.13255292,-1.0,0.8375824,
0.5049784,-0.35937965,0.60834104,
1.0,-0.58740765,0.559514,
0.44719696,-0.6578959,1.0,
-0.858353,0.22442889,0.6337508,
-0.21170709,0.7829921,0.7715857,
-0.95912796,0.112746835,-0.32321787,
0.24024887,-0.3737924,0.7130822,
0.07527161,-0.6037688,0.21223468,
0.04368505,-0.7307762,0.84809506,
-0.42042828,0.9926326,0.011507053,
0.60064286,-0.54920876,0.9537851,
0.17319971,0.15151347,0.43575212,
0.5490168,-0.13130546,0.04740441,
-0.8204933,-0.11627618,-0.4683178,
-0.16102937,0.14398144,0.095243454,
0.015964493,0.23688166,-0.7346504,
-0.41176748,0.10805079,1.0,
-0.3828869,0.60201144,0.051777273,
0.14779803,0.022176504,1.0,
-0.6390655,-0.8773272,0.90184,
-0.07089966,0.27422893,0.65662557,
0.35509405,0.5162412,0.15679137,
-0.2956493,0.6936586,0.82319045,
0.035950024,0.35256052,0.57264453,
0.2048764,-0.9297998,0.023261286,
-0.9300426,0.6334265,-0.5138656,
0.28945637,-0.9853741,,
0.8994168,0.66076136,,
-0.320742,0.7960963,,
-0.5961364,0.8845713,,
-0.3387251,0.17654243,,
0.6063217,0.19082105,,
0.6339302,-0.1504687,,
-1.0,-0.70460343,,
0.84758,-0.30422723,,
1.0,-0.5064808,,
0.35466468,-0.79377866,,
-0.72796446,-0.13792573,,
-0.58185637,0.12320411,,
-0.71233404,0.40912998,,
-0.8979436,0.6082034,,
-0.8564658,-0.1593224,,
0.636767,-0.14218065,,
0.55587006,0.8275855,,
0.96725535,0.7099807,,
-0.8031285,-0.121747866,,
-0.6328786,0.24925792,,
-0.16789392,-0.7811465,,
-0.1113265,0.39940906,,
0.012555957,-0.5035597,,
0.52475643,-0.2066791,,
-0.7857036,0.50087655,,
0.2073285,-0.018533826,,
-0.78037584,-0.8888725,,
-0.7274772,-0.2951499,,
0.09155689,-0.46592084,,
0.4882444,-0.62778425,,
-0.030163765,0.65722114,,
-0.6777269,-0.64759517,,
-0.40286505,0.24250755,,
-0.56467104,0.6203486,,
-0.6366564,0.258673,,
0.9771764,-0.24309155,,
-0.15149555,-0.8025707,,
-0.64652026,-0.556753,,
1.0,0.5994073,,
-0.53725034,-0.23054461,,
-1.0,0.3125586,,
-0.36618197,0.16099763,,
-0.18712375,-0.33721897,,
0.7365718,-0.32143617,,
-0.72608054,0.31114623,,
0.0012833516,0.11089373,,
-0.7754303,-0.028611422,,
0.055551045,-0.6298348,,
0.90017545,-0.7975167,,
0.27495837,-0.0044366866,,
0.7149819,-0.12791514,,
0.68256676,1.0,,
0.41220292,-0.82909054,,
0.6253792,-0.761943,,
0.5804331,0.46333712,,
-0.50144136,0.26427492,,
-0.06934154,0.24681409,,
0.009024739,-0.20883769,,
-0.8437836,-0.01233229,,
0.2583703,-0.34059647,,
0.09140865,-0.21275179,,
0.42736357,-0.7557499,,
-0.3907315,-0.11370766,,
-0.9204256,0.48892212,,
-0.037927866,-0.09589507,,
-0.17682683,-1.0,,
-0.5323953,0.11960622,,
-0.9605407,0.6265344,,
-0.423463,-0.62925494,,
-0.8895533,-0.71557254,,
-0.68660015,-0.38748232,,
0.5983292,0.59719634,,
-0.9091897,-0.08816469,,
-0.30203032,-0.79895675,,
0.26856288,-0.845543,,
-0.7031492,1.0,,
-0.5119548,-0.7353966,,
-1.0,0.50653255,,
0.2445643,0.14356035,,
-0.79263216,0.9452214,,
0.2213777,-0.6633564,,
-0.06525089,0.3153351,,
0.91797316,-0.63014424,,
0.32630032,-0.2712201,,
0.34068674,0.6480191,,
-0.9836395,-0.77853376,,
-0.80296564,0.76412785,,
-0.81909263,-0.055716485,,
-0.32267958,0.39512312,,
-0.51263255,-1.0,,
0.3256248,-0.5889114,,
0.2037108,-0.31704432,,
-0.9820673,-0.44204593,,
-0.51302075,-0.29614925,,
0.2001048,0.25305176,,
-0.6247239,-0.64380646,,
-0.33616623,0.30817035,,
0.22600342,-0.88028634,,
-0.36749512,0.7205286,,
-0.10347985,1.0,,
0.5094319,1.0,,
0.37295425,-0.8827584,,
0.5425403,-0.2896203,,
0.67318535,0.28350434,,
1.0,-0.58214194,,
0.84659284,0.7219205,,
0.84756565,0.2248174,,
-0.47730127,-0.95122874,,
-0.7325931,0.16519928,,
-0.7632081,0.2227823,,
0.38962963,0.3546276,,
-0.9916673,0.53381056,,
-0.11647177,0.0309636,,
0.8331616,-0.8982409,,
-0.42424664,-0.67280924,,
0.9774115,-0.4669545,,
0.106491536,-0.3465583,,
0.7793213,0.29495877,,
0.4242583,-0.64023924,,
