L0,L1,L2,Graph
-0.6135385,0.5052465,-0.12992048,3
0.76376724,0.21579091,-0.91371524,3
-0.09425557,0.74097776,0.5108404,5
0.32102668,-0.5385659,0.7495874,6
0.52110696,0.032455325,0.87198186,6
-0.28306437,0.54286885,-0.80801475,6
0.75919473,-0.23876667,0.2663747,
-1.0,0.28638697,0.5311223,
0.2540965,0.94430256,0.7324202,
0.23277704,0.5019388,-0.50165415,
0.49251795,-0.00770247,0.95476437,
0.17392468,0.319574,-0.115015626,
0.93269134,0.61976945,0.04301451,
-0.5759513,-0.49466264,0.51534605,
0.5632738,0.84271,-0.714785,
0.020396814,0.57080686,-0.37669945,
0.23447412,-0.3243177,0.95363724,
0.9077321,0.8075577,0.59752846,
-0.49268633,0.7210721,0.97737676,
0.13294816,-0.7922077,-0.656721,
-0.7549752,0.1107257,-0.5581621,
0.29311383,-0.4253211,-0.2462517,
0.84368217,0.29886305,-0.21958017,
0.8987129,0.3603791,0.6093637,
-0.64057755,0.21421742,0.29602218,
0.6062732,0.92735076,-0.9925761,
-0.42231712,0.2313999,-0.89131534,
-0.88535416,-0.051582217,0.40524518,
-0.24714768,0.50329274,0.8395306,
-0.014056802,0.35609448,0.6099055,
-0.81260324,-0.1626941,-0.6391089,
-0.9883348,0.75594616,-0.9126575,
0.048940897,0.25953057,0.0065984875,
-0.42130816,0.3106135,-0.2608443,
-0.20753562,-0.010851979,-0.17244852,
-0.41610324,0.062080145,-0.6362488,
0.91375554,-0.17629516,0.277995,
-0.43468714,-0.7129165,0.49792755,
-0.16174465,0.10655534,0.84384716,
-0.4819404,-0.53217995,0.9837189,
-0.016328216,-0.19421041,0.8001082,
0.290282,-0.8155824,0.79070306,
0.8897472,-0.01972562,0.08926606,
-0.2936598,-0.21506591,-0.79145646,
-0.6862724,0.59266925,-0.26392722,
0.799276,-0.9519547,0.8676684,
0.75399005,-0.56047606,-0.03847146,
-0.56670475,-0.49634933,-0.20440114,
0.36856872,-0.58174133,-0.9962574,
-0.7841651,-0.55524933,-0.32888186,
-0.13749819,0.5058341,0.018781662,
-0.6683774,0.05342555,-0.18361163,
0.56354827,-0.91227686,-0.3818599,
0.66946876,0.02279365,0.24031116,
0.25380576,-0.7244395,0.56935644,
0.6908809,-0.08028424,-0.74015594,
-0.3987844,-0.8505559,0.70399404,
0.90969485,-0.25266623,-0.6322594,
-0.34256244,0.8587041,0.88481665,
-0.27704823,-0.5364113,0.5245621,
-0.3684827,0.7193099,0.140395,
-0.20042893,-0.16719651,-0.7295184,
-0.4674847,0.9942379,-0.32699227,
0.47357976,-0.03587532,-0.73059523,
0.6710273,0.25057793,0.20499171,
-0.72752815,-0.47672343,0.8813362,
-0.41472018,-0.018387794,0.6675157,
-0.34771192,0.81252897,0.7957587,
0.037935734,0.8471565,,
0.08696684,0.13226342,,
0.075676896,-0.80052924,,
0.20694959,-0.73430455,,
0.18784273,-0.14459693,,
-0.8389516,0.709182,,
-0.34907532,0.9153806,,
-0.09923196,-0.52215934,,
1.0,-0.394567,,
-0.957608,-0.5532911,,
0.7142484,0.81638086,,
-0.22938651,0.16621912,,
-0.007620454,-0.370237,,
0.045072556,-0.3257082,,
-0.15777636,0.23775887,,
0.25734067,0.61637294,,
-0.876024,-0.76760554,,
0.059630513,-0.0037852526,,
0.10015988,0.29371274,,
-0.368513,1.0,,
0.91434467,0.33080253,,
0.81912386,0.48849463,,
-0.06165409,0.48108733,,
0.83682036,-0.3914572,,
0.90908456,-0.37494487,,
0.16684502,-0.033255547,,
0.43127978,-0.08187723,,
0.10907984,0.10500964,,
0.7030114,0.4054215,,
0.031517267,-0.72423685,,
0.090679765,-0.030736566,,
-0.6373763,-0.3140154,,
0.8741363,0.38637882,,
-0.23055053,0.5611453,,
-0.5810864,0.64240766,,
0.45334148,-0.7809472,,
-0.9311888,0.8066863,,
0.932014,0.014450431,,
0.44374692,-0.40260708,,
-0.07621038,0.75333893,,
-0.2883415,-0.1524967,,
-0.45991278,0.46056163,,
0.44858348,-0.5544416,,
0.29764307,-0.7680669,,
-0.81037426,-0.29942846,,
0.34679055,0.644817,,
0.32161367,-0.55121326,,
0.6682513,-0.5049381,,
-0.9159626,0.97333944,,
0.9457525,0.82808566,,
0.50369096,-0.26333833,,
0.93281996,-0.89490986,,
0.7678275,-0.40658212,,
-0.92655075,0.08602345,,
-0.13515723,-0.8473357,,
-0.82486606,-0.9992844,,
-0.75737774,-0.17636442,,
0.8144969,0.09111273,,
0.57329696,-0.8786868,,
-0.03256929,-0.042446375,,
0.23880565,0.71791047,,
-0.14623067,-0.38442993,,
-0.15034902,-0.76593596,,
0.28408504,0.34727573,,
-0.12441194,0.17307615,,
